"secao","divisao","grupo","classe","subclasse","denominacao"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA","ATIVIDADES DE APOIO À PECUÁRIA","0162803","SERVIÇO DE MANEJO DE ANIMAIS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA","ATIVIDADES DE APOIO À PECUÁRIA","0162899","ATIVIDADES DE APOIO À PECUÁRIA NÃO ESPECIFICADAS ANTERIORMENTE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA","ATIVIDADES DE PÓS-COLHEITA","0163600","ATIVIDADES DE PÓS COLHEITA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS","CAÇA E SERVIÇOS RELACIONADOS","CAÇA E SERVIÇOS RELACIONADOS","0170900","CAÇA E SERVIÇOS RELACIONADOS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210106","CULTIVO DE MUDAS EM VIVEIROS FLORESTAIS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210107","EXTRAÇÃO DE MADEIRA EM FLORESTAS PLANTADAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210109","PRODUÇÃO DE CASCA DE ACÁCIA NEGRA - FLORESTAS PLANTADAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210101","CULTIVO DE EUCALIPTO"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210102","CULTIVO DE ACÁCIA NEGRA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210103","CULTIVO DE PINUS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210104","CULTIVO DE TECA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210105","CULTIVO DE ESPÉCIES MADEIREIRAS, EXCETO EUCALIPTO, ACÁCIA NEGRA, PINUS E TECA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210108","PRODUÇÃO DE CARVÃO VEGETAL - FLORESTAS PLANTADAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","PRODUÇÃO FLORESTAL - FLORESTAS PLANTADAS","0210199","PRODUÇÃO DE PRODUTOS NÃO MADEIREIROS NÃO ESPECIFICADOS ANTERIORMENTE EM FLORESTAS PLANTADAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220901","EXTRAÇÃO DE MADEIRA EM FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220902","PRODUÇÃO DE CARVÃO VEGETAL - FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220903","COLETA DE CASTANHA DO PARÁ EM FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220904","COLETA DE LÁTEX EM FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220905","COLETA DE PALMITO EM FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220906","CONSERVAÇÃO DE FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","PRODUÇÃO FLORESTAL - FLORESTAS NATIVAS","0220999","COLETA DE PRODUTOS NÃO MADEIREIROS NÃO ESPECIFICADOS ANTERIORMENTE EM FLORESTAS NATIVAS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PRODUÇÃO FLORESTAL","ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL","ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL","0230600","ATIVIDADES DE APOIO À PRODUÇÃO FLORESTAL"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA SALGADA","0311601","PESCA DE PEIXES EM ÁGUA SALGADA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA SALGADA","0311602","PESCA DE CRUSTÁCEOS E MOLUSCOS EM ÁGUA SALGADA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA SALGADA","0311603","COLETA DE OUTROS PRODUTOS MARINHOS"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA SALGADA","0311604","ATIVIDADES DE APOIO À PESCA EM ÁGUA SALGADA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA DOCE","0312401","PESCA DE PEIXES EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA DOCE","0312402","PESCA DE CRUSTÁCEOS E MOLUSCOS EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA DOCE","0312403","COLETA DE OUTROS PRODUTOS AQUÁTICOS DE ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","PESCA","PESCA EM ÁGUA DOCE","0312404","ATIVIDADES DE APOIO À PESCA EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA SALGADA E SALOBRA","0321301","CRIAÇÃO DE PEIXES EM ÁGUA SALGADA E SALOBRA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA SALGADA E SALOBRA","0321302","CRIAÇÃO DE CAMARÕES EM ÁGUA SALGADA E SALOBRA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA SALGADA E SALOBRA","0321303","CRIAÇÃO DE OSTRAS E MEXILHÕES EM ÁGUA SALGADA E SALOBRA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA SALGADA E SALOBRA","0321304","CRIAÇÃO DE PEIXES ORNAMENTAIS EM ÁGUA SALGADA E SALOBRA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA SALGADA E SALOBRA","0321305","ATIVIDADES DE APOIO À AQUICULTURA EM ÁGUA SALGADA E SALOBRA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA SALGADA E SALOBRA","0321399","CULTIVOS E SEMICULTIVOS DA AQUICULTURA EM ÁGUA SALGADA E SALOBRA NÃO ESPECIFICADOS ANTERIORMENTE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322101","CRIAÇÃO DE PEIXES EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322102","CRIAÇÃO DE CAMARÕES EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322103","CRIAÇÃO DE OSTRAS E MEXILHÕES EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322104","CRIAÇÃO DE PEIXES ORNAMENTAIS EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322105","RANICULTURA"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322106","CRIAÇÃO DE JACARÉ"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322107","ATIVIDADES DE APOIO À AQUICULTURA EM ÁGUA DOCE"
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","PESCA E AQUICULTURA","AQUICULTURA","AQUICULTURA EM ÁGUA DOCE","0322199","CULTIVOS E SEMICULTIVOS DA AQUICULTURA EM ÁGUA DOCE NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE CARVÃO MINERAL","EXTRAÇÃO DE CARVÃO MINERAL","EXTRAÇÃO DE CARVÃO MINERAL","0500301","EXTRAÇÃO DE CARVÃO MINERAL"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE CARVÃO MINERAL","EXTRAÇÃO DE CARVÃO MINERAL","EXTRAÇÃO DE CARVÃO MINERAL","0500302","BENEFICIAMENTO DE CARVÃO MINERAL"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","0600001","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","0600002","EXTRAÇÃO E BENEFICIAMENTO DE XISTO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","0600003","EXTRAÇÃO E BENEFICIAMENTO DE AREIAS BETUMINOSAS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINÉRIO DE FERRO","EXTRAÇÃO DE MINÉRIO DE FERRO","0710301","EXTRAÇÃO DE MINÉRIO DE FERRO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINÉRIO DE FERRO","EXTRAÇÃO DE MINÉRIO DE FERRO","0710302","PELOTIZAÇÃO, SINTERIZAÇÃO E OUTROS BENEFICIAMENTOS DE MINÉRIO DE FERRO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE METAIS PRECIOSOS","0724301","EXTRAÇÃO DE MINÉRIO DE METAIS PRECIOSOS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE METAIS PRECIOSOS","0724302","BENEFICIAMENTO DE MINÉRIO DE METAIS PRECIOSOS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE ALUMÍNIO","0721901","EXTRAÇÃO DE MINÉRIO DE ALUMÍNIO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE ALUMÍNIO","0721902","BENEFICIAMENTO DE MINÉRIO DE ALUMÍNIO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE ESTANHO","0722701","EXTRAÇÃO DE MINÉRIO DE ESTANHO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE ESTANHO","0722702","BENEFICIAMENTO DE MINÉRIO DE ESTANHO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE MANGANÊS","0723501","EXTRAÇÃO DE MINÉRIO DE MANGANÊS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINÉRIO DE MANGANÊS","0723502","BENEFICIAMENTO DE MINÉRIO DE MANGANÊS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINERAIS RADIOATIVOS","0725100","EXTRAÇÃO DE MINERAIS RADIOATIVOS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE","0729401","EXTRAÇÃO DE MINÉRIOS DE NIÓBIO E TITÂNIO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE","0729402","EXTRAÇÃO DE MINÉRIO DE TUNGSTÊNIO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE","0729403","EXTRAÇÃO DE MINÉRIO DE NÍQUEL"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE","0729404","EXTRAÇÃO DE MINÉRIOS DE COBRE, CHUMBO, ZINCO E OUTROS MINERAIS METÁLICOS NÃO FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS METÁLICOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS","EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE","0729405","BENEFICIAMENTO DE MINÉRIOS DE COBRE, CHUMBO, ZINCO E OUTROS MINERAIS METÁLICOS NÃO FERROSOS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810001","EXTRAÇÃO DE ARDÓSIA E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810002","EXTRAÇÃO DE GRANITO E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810003","EXTRAÇÃO DE MÁRMORE E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810004","EXTRAÇÃO DE CALCÁRIO E DOLOMITA E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810005","EXTRAÇÃO DE GESSO E CAULIM"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810006","EXTRAÇÃO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810007","EXTRAÇÃO DE ARGILA E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810008","EXTRAÇÃO DE SAIBRO E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810009","EXTRAÇÃO DE BASALTO E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810010","BENEFICIAMENTO DE GESSO E CAULIM ASSOCIADO À EXTRAÇÃO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","EXTRAÇÃO DE PEDRA, AREIA E ARGILA","0810099","EXTRAÇÃO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUÇÃO E BENEFICIAMENTO ASSOCIADO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE MINERAIS PARA FABRICAÇÃO DE ADUBOS, FERTILIZANTES E OUTROS PRODUTOS QUÍMICOS","0891600","EXTRAÇÃO DE MINERAIS PARA FABRICAÇÃO DE ADUBOS, FERTILIZANTES E OUTROS PRODUTOS QUÍMICOS"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO E REFINO DE SAL MARINHO E SAL-GEMA","0892401","EXTRAÇÃO DE SAL MARINHO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO E REFINO DE SAL MARINHO E SAL-GEMA","0892402","EXTRAÇÃO DE SAL GEMA"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO E REFINO DE SAL MARINHO E SAL-GEMA","0892403","REFINO E OUTROS TRATAMENTOS DO SAL"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE GEMAS (PEDRAS PRECIOSAS E SEMIPRECIOSAS)","0893200","EXTRAÇÃO DE GEMAS (PEDRAS PRECIOSAS E SEMIPRECIOSAS)"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","0899101","EXTRAÇÃO DE GRAFITA"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","0899102","EXTRAÇÃO DE QUARTZO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","0899103","EXTRAÇÃO DE AMIANTO"
"INDÚSTRIAS EXTRATIVAS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS","EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","0899199","EXTRAÇÃO DE OUTROS MINERAIS NÃO METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS EXTRATIVAS","ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS","ATIVIDADES DE APOIO À EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","ATIVIDADES DE APOIO À EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","0910600","ATIVIDADES DE APOIO À EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL"
"INDÚSTRIAS EXTRATIVAS","ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS","ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS, EXCETO PETRÓLEO E GÁS NATURAL","ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS, EXCETO PETRÓLEO E GÁS NATURAL","0990401","ATIVIDADES DE APOIO À EXTRAÇÃO DE MINÉRIO DE FERRO"
